degree,strength,betweenness,betweenness_w,closeness,closeness_w,cities,dates
0.9453125,0.921875,0.9296875,0.9296875,0.9140625,0.9296875,Itaguatins/TO,2020-05-13
0.937984496124031,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.9224806201550387,0.9302325581395349,Porto Walter/AC,2020-05-13
0.9461538461538461,0.9307692307692308,0.9384615384615385,0.9384615384615385,0.9307692307692308,0.9307692307692308,Uarini/AM,2020-05-15
0.9541984732824428,0.9389312977099237,0.9465648854961832,0.9465648854961832,0.9312977099236641,0.9389312977099237,Sento Sé/BA,2020-05-15
0.9545454545454546,0.946969696969697,0.946969696969697,0.946969696969697,0.9393939393939394,0.946969696969697,Primeira Cruz/MA,2020-05-15
0.9548872180451128,0.9548872180451128,0.9548872180451128,0.9548872180451128,0.9473684210526315,0.9548872180451128,Brejo Grande/SE,2020-05-18
0.9626865671641791,0.9626865671641791,0.9626865671641791,0.9626865671641791,0.9552238805970149,0.9552238805970149,Xique-Xique/BA,2020-05-22
0.9703703703703703,0.9703703703703703,0.9703703703703703,0.9703703703703703,0.9629629629629629,0.9629629629629629,Traipu/AL,2020-05-23
0.9779411764705882,0.9779411764705882,0.9779411764705882,0.9779411764705882,0.9705882352941176,0.9705882352941176,Aveiro/PA,2020-05-26
0.9854014598540146,0.9781021897810219,0.9854014598540146,0.9854014598540146,0.9781021897810219,0.9781021897810219,São José do Norte/RS,2020-05-28
0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9855072463768116,Ipixuna/AM,2020-05-28
0.9928057553956835,0.9928057553956835,0.9928057553956835,0.9928057553956835,0.9928057553956835,0.9928057553956835,Pinheirinho do Vale/RS,2020-06-11
1.0,1.0,1.0,1.0,1.0,1.0,Imaruí/SC,2020-06-16
